"Theoretical.MW";"Structure0";"Structure";"unsatUA";"GlcA";"GlcN";"Ac";"SO3";"Adductive";"dp";"isotopic.peak";"anhydro";"Man"
355.1114607;"[0,1,1,0,0]-[0,0,0,0]";"[0,1,1,0,0]";0;1;1;0;0;0;2;1;0;0
435.0682753;"[0,1,1,0,1]-[0,0,0,0]";"[0,1,1,0,1]";0;1;1;0;1;0;2;1;0;0
515.0250899;"[0,1,1,0,2]-[0,0,0,0]";"[0,1,1,0,2]";0;1;1;0;2;0;2;1;0;0
594.9819044;"[0,1,1,0,3]-[0,0,0,0]";"[0,1,1,0,3]";0;1;1;0;3;0;2;1;0;0
674.938719;"[0,1,1,0,4]-[0,0,0,0]";"[0,1,1,0,4]";0;1;1;0;4;0;2;1;0;0
397.1220254;"[0,1,1,1,0]-[0,0,0,0]";"[0,1,1,1,0]";0;1;1;1;0;0;2;1;0;0
477.07884;"[0,1,1,1,1]-[0,0,0,0]";"[0,1,1,1,1]";0;1;1;1;1;0;2;1;0;0
557.0356546;"[0,1,1,1,2]-[0,0,0,0]";"[0,1,1,1,2]";0;1;1;1;2;0;2;1;0;0
636.9924691;"[0,1,1,1,3]-[0,0,0,0]";"[0,1,1,1,3]";0;1;1;1;3;0;2;1;0;0
516.1802686;"[0,1,2,0,0]-[0,0,0,0]";"[0,1,2,0,0]";0;1;2;0;0;0;3;1;0;0
596.1370832;"[0,1,2,0,1]-[0,0,0,0]";"[0,1,2,0,1]";0;1;2;0;1;0;3;1;0;0
676.0938978;"[0,1,2,0,2]-[0,0,0,0]";"[0,1,2,0,2]";0;1;2;0;2;0;3;1;0;0
756.0507123;"[0,1,2,0,3]-[0,0,0,0]";"[0,1,2,0,3]";0;1;2;0;3;0;3;1;0;0
836.0075269;"[0,1,2,0,4]-[0,0,0,0]";"[0,1,2,0,4]";0;1;2;0;4;0;3;1;0;0
915.9643415;"[0,1,2,0,5]-[0,0,0,0]";"[0,1,2,0,5]";0;1;2;0;5;0;3;1;0;0
995.9211561;"[0,1,2,0,6]-[0,0,0,0]";"[0,1,2,0,6]";0;1;2;0;6;0;3;1;0;0
558.1908333;"[0,1,2,1,0]-[0,0,0,0]";"[0,1,2,1,0]";0;1;2;1;0;0;3;1;0;0
638.1476479;"[0,1,2,1,1]-[0,0,0,0]";"[0,1,2,1,1]";0;1;2;1;1;0;3;1;0;0
718.1044625;"[0,1,2,1,2]-[0,0,0,0]";"[0,1,2,1,2]";0;1;2;1;2;0;3;1;0;0
798.061277;"[0,1,2,1,3]-[0,0,0,0]";"[0,1,2,1,3]";0;1;2;1;3;0;3;1;0;0
878.0180916;"[0,1,2,1,4]-[0,0,0,0]";"[0,1,2,1,4]";0;1;2;1;4;0;3;1;0;0
957.9749062;"[0,1,2,1,5]-[0,0,0,0]";"[0,1,2,1,5]";0;1;2;1;5;0;3;1;0;0
600.201398;"[0,1,2,2,0]-[0,0,0,0]";"[0,1,2,2,0]";0;1;2;2;0;0;3;1;0;0
680.1582126;"[0,1,2,2,1]-[0,0,0,0]";"[0,1,2,2,1]";0;1;2;2;1;0;3;1;0;0
760.1150272;"[0,1,2,2,2]-[0,0,0,0]";"[0,1,2,2,2]";0;1;2;2;2;0;3;1;0;0
840.0718417;"[0,1,2,2,3]-[0,0,0,0]";"[0,1,2,2,3]";0;1;2;2;3;0;3;1;0;0
920.0286563;"[0,1,2,2,4]-[0,0,0,0]";"[0,1,2,2,4]";0;1;2;2;4;0;3;1;0;0
531.1435487;"[0,2,1,0,0]-[0,0,0,0]";"[0,2,1,0,0]";0;2;1;0;0;0;3;1;0;0
611.1003633;"[0,2,1,0,1]-[0,0,0,0]";"[0,2,1,0,1]";0;2;1;0;1;0;3;1;0;0
691.0571779;"[0,2,1,0,2]-[0,0,0,0]";"[0,2,1,0,2]";0;2;1;0;2;0;3;1;0;0
771.0139925;"[0,2,1,0,3]-[0,0,0,0]";"[0,2,1,0,3]";0;2;1;0;3;0;3;1;0;0
850.9708071;"[0,2,1,0,4]-[0,0,0,0]";"[0,2,1,0,4]";0;2;1;0;4;0;3;1;0;0
930.9276217;"[0,2,1,0,5]-[0,0,0,0]";"[0,2,1,0,5]";0;2;1;0;5;0;3;1;0;0
573.1541134;"[0,2,1,1,0]-[0,0,0,0]";"[0,2,1,1,0]";0;2;1;1;0;0;3;1;0;0
653.110928;"[0,2,1,1,1]-[0,0,0,0]";"[0,2,1,1,1]";0;2;1;1;1;0;3;1;0;0
733.0677426;"[0,2,1,1,2]-[0,0,0,0]";"[0,2,1,1,2]";0;2;1;1;2;0;3;1;0;0
813.0245572;"[0,2,1,1,3]-[0,0,0,0]";"[0,2,1,1,3]";0;2;1;1;3;0;3;1;0;0
892.9813718;"[0,2,1,1,4]-[0,0,0,0]";"[0,2,1,1,4]";0;2;1;1;4;0;3;1;0;0
692.2123566;"[0,2,2,0,0]-[0,0,0,0]";"[0,2,2,0,0]";0;2;2;0;0;0;4;1;0;0
772.1691712;"[0,2,2,0,1]-[0,0,0,0]";"[0,2,2,0,1]";0;2;2;0;1;0;4;1;0;0
852.1259858;"[0,2,2,0,2]-[0,0,0,0]";"[0,2,2,0,2]";0;2;2;0;2;0;4;1;0;0
932.0828004;"[0,2,2,0,3]-[0,0,0,0]";"[0,2,2,0,3]";0;2;2;0;3;0;4;1;0;0
1012.039615;"[0,2,2,0,4]-[0,0,0,0]";"[0,2,2,0,4]";0;2;2;0;4;0;4;1;0;0
1091.99643;"[0,2,2,0,5]-[0,0,0,0]";"[0,2,2,0,5]";0;2;2;0;5;0;4;1;0;0
1171.953244;"[0,2,2,0,6]-[0,0,0,0]";"[0,2,2,0,6]";0;2;2;0;6;0;4;1;0;0
1251.910059;"[0,2,2,0,7]-[0,0,0,0]";"[0,2,2,0,7]";0;2;2;0;7;0;4;1;0;0
734.2229213;"[0,2,2,1,0]-[0,0,0,0]";"[0,2,2,1,0]";0;2;2;1;0;0;4;1;0;0
814.1797359;"[0,2,2,1,1]-[0,0,0,0]";"[0,2,2,1,1]";0;2;2;1;1;0;4;1;0;0
894.1365505;"[0,2,2,1,2]-[0,0,0,0]";"[0,2,2,1,2]";0;2;2;1;2;0;4;1;0;0
974.0933651;"[0,2,2,1,3]-[0,0,0,0]";"[0,2,2,1,3]";0;2;2;1;3;0;4;1;0;0
1054.05018;"[0,2,2,1,4]-[0,0,0,0]";"[0,2,2,1,4]";0;2;2;1;4;0;4;1;0;0
1134.006994;"[0,2,2,1,5]-[0,0,0,0]";"[0,2,2,1,5]";0;2;2;1;5;0;4;1;0;0
1213.963809;"[0,2,2,1,6]-[0,0,0,0]";"[0,2,2,1,6]";0;2;2;1;6;0;4;1;0;0
776.233486;"[0,2,2,2,0]-[0,0,0,0]";"[0,2,2,2,0]";0;2;2;2;0;0;4;1;0;0
856.1903006;"[0,2,2,2,1]-[0,0,0,0]";"[0,2,2,2,1]";0;2;2;2;1;0;4;1;0;0
936.1471152;"[0,2,2,2,2]-[0,0,0,0]";"[0,2,2,2,2]";0;2;2;2;2;0;4;1;0;0
1016.10393;"[0,2,2,2,3]-[0,0,0,0]";"[0,2,2,2,3]";0;2;2;2;3;0;4;1;0;0
1096.060744;"[0,2,2,2,4]-[0,0,0,0]";"[0,2,2,2,4]";0;2;2;2;4;0;4;1;0;0
1176.017559;"[0,2,2,2,5]-[0,0,0,0]";"[0,2,2,2,5]";0;2;2;2;5;0;4;1;0;0
853.2811645;"[0,2,3,0,0]-[0,0,0,0]";"[0,2,3,0,0]";0;2;3;0;0;0;5;1;0;0
933.2379791;"[0,2,3,0,1]-[0,0,0,0]";"[0,2,3,0,1]";0;2;3;0;1;0;5;1;0;0
1013.194794;"[0,2,3,0,2]-[0,0,0,0]";"[0,2,3,0,2]";0;2;3;0;2;0;5;1;0;0
1093.151608;"[0,2,3,0,3]-[0,0,0,0]";"[0,2,3,0,3]";0;2;3;0;3;0;5;1;0;0
1173.108423;"[0,2,3,0,4]-[0,0,0,0]";"[0,2,3,0,4]";0;2;3;0;4;0;5;1;0;0
1253.065237;"[0,2,3,0,5]-[0,0,0,0]";"[0,2,3,0,5]";0;2;3;0;5;0;5;1;0;0
1333.022052;"[0,2,3,0,6]-[0,0,0,0]";"[0,2,3,0,6]";0;2;3;0;6;0;5;1;0;0
1412.978867;"[0,2,3,0,7]-[0,0,0,0]";"[0,2,3,0,7]";0;2;3;0;7;0;5;1;0;0
1492.935681;"[0,2,3,0,8]-[0,0,0,0]";"[0,2,3,0,8]";0;2;3;0;8;0;5;1;0;0
1572.892496;"[0,2,3,0,9]-[0,0,0,0]";"[0,2,3,0,9]";0;2;3;0;9;0;5;1;0;0
895.2917292;"[0,2,3,1,0]-[0,0,0,0]";"[0,2,3,1,0]";0;2;3;1;0;0;5;1;0;0
975.2485438;"[0,2,3,1,1]-[0,0,0,0]";"[0,2,3,1,1]";0;2;3;1;1;0;5;1;0;0
1055.205358;"[0,2,3,1,2]-[0,0,0,0]";"[0,2,3,1,2]";0;2;3;1;2;0;5;1;0;0
1135.162173;"[0,2,3,1,3]-[0,0,0,0]";"[0,2,3,1,3]";0;2;3;1;3;0;5;1;0;0
1215.118988;"[0,2,3,1,4]-[0,0,0,0]";"[0,2,3,1,4]";0;2;3;1;4;0;5;1;0;0
1295.075802;"[0,2,3,1,5]-[0,0,0,0]";"[0,2,3,1,5]";0;2;3;1;5;0;5;1;0;0
1375.032617;"[0,2,3,1,6]-[0,0,0,0]";"[0,2,3,1,6]";0;2;3;1;6;0;5;1;0;0
1454.989431;"[0,2,3,1,7]-[0,0,0,0]";"[0,2,3,1,7]";0;2;3;1;7;0;5;1;0;0
1534.946246;"[0,2,3,1,8]-[0,0,0,0]";"[0,2,3,1,8]";0;2;3;1;8;0;5;1;0;0
937.3022939;"[0,2,3,2,0]-[0,0,0,0]";"[0,2,3,2,0]";0;2;3;2;0;0;5;1;0;0
1017.259109;"[0,2,3,2,1]-[0,0,0,0]";"[0,2,3,2,1]";0;2;3;2;1;0;5;1;0;0
1097.215923;"[0,2,3,2,2]-[0,0,0,0]";"[0,2,3,2,2]";0;2;3;2;2;0;5;1;0;0
1177.172738;"[0,2,3,2,3]-[0,0,0,0]";"[0,2,3,2,3]";0;2;3;2;3;0;5;1;0;0
1257.129552;"[0,2,3,2,4]-[0,0,0,0]";"[0,2,3,2,4]";0;2;3;2;4;0;5;1;0;0
1337.086367;"[0,2,3,2,5]-[0,0,0,0]";"[0,2,3,2,5]";0;2;3;2;5;0;5;1;0;0
1417.043181;"[0,2,3,2,6]-[0,0,0,0]";"[0,2,3,2,6]";0;2;3;2;6;0;5;1;0;0
1496.999996;"[0,2,3,2,7]-[0,0,0,0]";"[0,2,3,2,7]";0;2;3;2;7;0;5;1;0;0
979.3128586;"[0,2,3,3,0]-[0,0,0,0]";"[0,2,3,3,0]";0;2;3;3;0;0;5;1;0;0
1059.269673;"[0,2,3,3,1]-[0,0,0,0]";"[0,2,3,3,1]";0;2;3;3;1;0;5;1;0;0
1139.226488;"[0,2,3,3,2]-[0,0,0,0]";"[0,2,3,3,2]";0;2;3;3;2;0;5;1;0;0
1219.183302;"[0,2,3,3,3]-[0,0,0,0]";"[0,2,3,3,3]";0;2;3;3;3;0;5;1;0;0
1299.140117;"[0,2,3,3,4]-[0,0,0,0]";"[0,2,3,3,4]";0;2;3;3;4;0;5;1;0;0
1379.096932;"[0,2,3,3,5]-[0,0,0,0]";"[0,2,3,3,5]";0;2;3;3;5;0;5;1;0;0
1459.053746;"[0,2,3,3,6]-[0,0,0,0]";"[0,2,3,3,6]";0;2;3;3;6;0;5;1;0;0
868.2444447;"[0,3,2,0,0]-[0,0,0,0]";"[0,3,2,0,0]";0;3;2;0;0;0;5;1;0;0
948.2012593;"[0,3,2,0,1]-[0,0,0,0]";"[0,3,2,0,1]";0;3;2;0;1;0;5;1;0;0
1028.158074;"[0,3,2,0,2]-[0,0,0,0]";"[0,3,2,0,2]";0;3;2;0;2;0;5;1;0;0
1108.114888;"[0,3,2,0,3]-[0,0,0,0]";"[0,3,2,0,3]";0;3;2;0;3;0;5;1;0;0
1188.071703;"[0,3,2,0,4]-[0,0,0,0]";"[0,3,2,0,4]";0;3;2;0;4;0;5;1;0;0
1268.028518;"[0,3,2,0,5]-[0,0,0,0]";"[0,3,2,0,5]";0;3;2;0;5;0;5;1;0;0
1347.985332;"[0,3,2,0,6]-[0,0,0,0]";"[0,3,2,0,6]";0;3;2;0;6;0;5;1;0;0
1427.942147;"[0,3,2,0,7]-[0,0,0,0]";"[0,3,2,0,7]";0;3;2;0;7;0;5;1;0;0
1507.898961;"[0,3,2,0,8]-[0,0,0,0]";"[0,3,2,0,8]";0;3;2;0;8;0;5;1;0;0
910.2550094;"[0,3,2,1,0]-[0,0,0,0]";"[0,3,2,1,0]";0;3;2;1;0;0;5;1;0;0
990.211824;"[0,3,2,1,1]-[0,0,0,0]";"[0,3,2,1,1]";0;3;2;1;1;0;5;1;0;0
1070.168639;"[0,3,2,1,2]-[0,0,0,0]";"[0,3,2,1,2]";0;3;2;1;2;0;5;1;0;0
1150.125453;"[0,3,2,1,3]-[0,0,0,0]";"[0,3,2,1,3]";0;3;2;1;3;0;5;1;0;0
1230.082268;"[0,3,2,1,4]-[0,0,0,0]";"[0,3,2,1,4]";0;3;2;1;4;0;5;1;0;0
1310.039082;"[0,3,2,1,5]-[0,0,0,0]";"[0,3,2,1,5]";0;3;2;1;5;0;5;1;0;0
1389.995897;"[0,3,2,1,6]-[0,0,0,0]";"[0,3,2,1,6]";0;3;2;1;6;0;5;1;0;0
1469.952712;"[0,3,2,1,7]-[0,0,0,0]";"[0,3,2,1,7]";0;3;2;1;7;0;5;1;0;0
952.2655741;"[0,3,2,2,0]-[0,0,0,0]";"[0,3,2,2,0]";0;3;2;2;0;0;5;1;0;0
1032.222389;"[0,3,2,2,1]-[0,0,0,0]";"[0,3,2,2,1]";0;3;2;2;1;0;5;1;0;0
1112.179203;"[0,3,2,2,2]-[0,0,0,0]";"[0,3,2,2,2]";0;3;2;2;2;0;5;1;0;0
1192.136018;"[0,3,2,2,3]-[0,0,0,0]";"[0,3,2,2,3]";0;3;2;2;3;0;5;1;0;0
1272.092832;"[0,3,2,2,4]-[0,0,0,0]";"[0,3,2,2,4]";0;3;2;2;4;0;5;1;0;0
1352.049647;"[0,3,2,2,5]-[0,0,0,0]";"[0,3,2,2,5]";0;3;2;2;5;0;5;1;0;0
1432.006462;"[0,3,2,2,6]-[0,0,0,0]";"[0,3,2,2,6]";0;3;2;2;6;0;5;1;0;0
1029.313253;"[0,3,3,0,0]-[0,0,0,0]";"[0,3,3,0,0]";0;3;3;0;0;0;6;1;0;0
1109.270067;"[0,3,3,0,1]-[0,0,0,0]";"[0,3,3,0,1]";0;3;3;0;1;0;6;1;0;0
1189.226882;"[0,3,3,0,2]-[0,0,0,0]";"[0,3,3,0,2]";0;3;3;0;2;0;6;1;0;0
1269.183696;"[0,3,3,0,3]-[0,0,0,0]";"[0,3,3,0,3]";0;3;3;0;3;0;6;1;0;0
1349.140511;"[0,3,3,0,4]-[0,0,0,0]";"[0,3,3,0,4]";0;3;3;0;4;0;6;1;0;0
1429.097326;"[0,3,3,0,5]-[0,0,0,0]";"[0,3,3,0,5]";0;3;3;0;5;0;6;1;0;0
1509.05414;"[0,3,3,0,6]-[0,0,0,0]";"[0,3,3,0,6]";0;3;3;0;6;0;6;1;0;0
1589.010955;"[0,3,3,0,7]-[0,0,0,0]";"[0,3,3,0,7]";0;3;3;0;7;0;6;1;0;0
1668.967769;"[0,3,3,0,8]-[0,0,0,0]";"[0,3,3,0,8]";0;3;3;0;8;0;6;1;0;0
1748.924584;"[0,3,3,0,9]-[0,0,0,0]";"[0,3,3,0,9]";0;3;3;0;9;0;6;1;0;0
1828.881399;"[0,3,3,0,10]-[0,0,0,0]";"[0,3,3,0,10]";0;3;3;0;10;0;6;1;0;0
1071.323817;"[0,3,3,1,0]-[0,0,0,0]";"[0,3,3,1,0]";0;3;3;1;0;0;6;1;0;0
1151.280632;"[0,3,3,1,1]-[0,0,0,0]";"[0,3,3,1,1]";0;3;3;1;1;0;6;1;0;0
1231.237446;"[0,3,3,1,2]-[0,0,0,0]";"[0,3,3,1,2]";0;3;3;1;2;0;6;1;0;0
1311.194261;"[0,3,3,1,3]-[0,0,0,0]";"[0,3,3,1,3]";0;3;3;1;3;0;6;1;0;0
1391.151076;"[0,3,3,1,4]-[0,0,0,0]";"[0,3,3,1,4]";0;3;3;1;4;0;6;1;0;0
1471.10789;"[0,3,3,1,5]-[0,0,0,0]";"[0,3,3,1,5]";0;3;3;1;5;0;6;1;0;0
1551.064705;"[0,3,3,1,6]-[0,0,0,0]";"[0,3,3,1,6]";0;3;3;1;6;0;6;1;0;0
1631.021519;"[0,3,3,1,7]-[0,0,0,0]";"[0,3,3,1,7]";0;3;3;1;7;0;6;1;0;0
1710.978334;"[0,3,3,1,8]-[0,0,0,0]";"[0,3,3,1,8]";0;3;3;1;8;0;6;1;0;0
1790.935149;"[0,3,3,1,9]-[0,0,0,0]";"[0,3,3,1,9]";0;3;3;1;9;0;6;1;0;0
1113.334382;"[0,3,3,2,0]-[0,0,0,0]";"[0,3,3,2,0]";0;3;3;2;0;0;6;1;0;0
1193.291197;"[0,3,3,2,1]-[0,0,0,0]";"[0,3,3,2,1]";0;3;3;2;1;0;6;1;0;0
1273.248011;"[0,3,3,2,2]-[0,0,0,0]";"[0,3,3,2,2]";0;3;3;2;2;0;6;1;0;0
1353.204826;"[0,3,3,2,3]-[0,0,0,0]";"[0,3,3,2,3]";0;3;3;2;3;0;6;1;0;0
1433.16164;"[0,3,3,2,4]-[0,0,0,0]";"[0,3,3,2,4]";0;3;3;2;4;0;6;1;0;0
1513.118455;"[0,3,3,2,5]-[0,0,0,0]";"[0,3,3,2,5]";0;3;3;2;5;0;6;1;0;0
1593.07527;"[0,3,3,2,6]-[0,0,0,0]";"[0,3,3,2,6]";0;3;3;2;6;0;6;1;0;0
1673.032084;"[0,3,3,2,7]-[0,0,0,0]";"[0,3,3,2,7]";0;3;3;2;7;0;6;1;0;0
1752.988899;"[0,3,3,2,8]-[0,0,0,0]";"[0,3,3,2,8]";0;3;3;2;8;0;6;1;0;0
1155.344947;"[0,3,3,3,0]-[0,0,0,0]";"[0,3,3,3,0]";0;3;3;3;0;0;6;1;0;0
1235.301761;"[0,3,3,3,1]-[0,0,0,0]";"[0,3,3,3,1]";0;3;3;3;1;0;6;1;0;0
1315.258576;"[0,3,3,3,2]-[0,0,0,0]";"[0,3,3,3,2]";0;3;3;3;2;0;6;1;0;0
1395.21539;"[0,3,3,3,3]-[0,0,0,0]";"[0,3,3,3,3]";0;3;3;3;3;0;6;1;0;0
1475.172205;"[0,3,3,3,4]-[0,0,0,0]";"[0,3,3,3,4]";0;3;3;3;4;0;6;1;0;0
1555.12902;"[0,3,3,3,5]-[0,0,0,0]";"[0,3,3,3,5]";0;3;3;3;5;0;6;1;0;0
1635.085834;"[0,3,3,3,6]-[0,0,0,0]";"[0,3,3,3,6]";0;3;3;3;6;0;6;1;0;0
1715.042649;"[0,3,3,3,7]-[0,0,0,0]";"[0,3,3,3,7]";0;3;3;3;7;0;6;1;0;0
1190.382061;"[0,3,4,0,0]-[0,0,0,0]";"[0,3,4,0,0]";0;3;4;0;0;0;7;1;0;0
1270.338875;"[0,3,4,0,1]-[0,0,0,0]";"[0,3,4,0,1]";0;3;4;0;1;0;7;1;0;0
1350.29569;"[0,3,4,0,2]-[0,0,0,0]";"[0,3,4,0,2]";0;3;4;0;2;0;7;1;0;0
1430.252504;"[0,3,4,0,3]-[0,0,0,0]";"[0,3,4,0,3]";0;3;4;0;3;0;7;1;0;0
1510.209319;"[0,3,4,0,4]-[0,0,0,0]";"[0,3,4,0,4]";0;3;4;0;4;0;7;1;0;0
1590.166133;"[0,3,4,0,5]-[0,0,0,0]";"[0,3,4,0,5]";0;3;4;0;5;0;7;1;0;0
1670.122948;"[0,3,4,0,6]-[0,0,0,0]";"[0,3,4,0,6]";0;3;4;0;6;0;7;1;0;0
1750.079763;"[0,3,4,0,7]-[0,0,0,0]";"[0,3,4,0,7]";0;3;4;0;7;0;7;1;0;0
1830.036577;"[0,3,4,0,8]-[0,0,0,0]";"[0,3,4,0,8]";0;3;4;0;8;0;7;1;0;0
1909.993392;"[0,3,4,0,9]-[0,0,0,0]";"[0,3,4,0,9]";0;3;4;0;9;0;7;1;0;0
1989.950206;"[0,3,4,0,10]-[0,0,0,0]";"[0,3,4,0,10]";0;3;4;0;10;0;7;1;0;0
2069.907021;"[0,3,4,0,11]-[0,0,0,0]";"[0,3,4,0,11]";0;3;4;0;11;0;7;1;0;0
2149.863836;"[0,3,4,0,12]-[0,0,0,0]";"[0,3,4,0,12]";0;3;4;0;12;0;7;1;0;0
1232.392625;"[0,3,4,1,0]-[0,0,0,0]";"[0,3,4,1,0]";0;3;4;1;0;0;7;1;0;0
1312.34944;"[0,3,4,1,1]-[0,0,0,0]";"[0,3,4,1,1]";0;3;4;1;1;0;7;1;0;0
1392.306254;"[0,3,4,1,2]-[0,0,0,0]";"[0,3,4,1,2]";0;3;4;1;2;0;7;1;0;0
1472.263069;"[0,3,4,1,3]-[0,0,0,0]";"[0,3,4,1,3]";0;3;4;1;3;0;7;1;0;0
1552.219884;"[0,3,4,1,4]-[0,0,0,0]";"[0,3,4,1,4]";0;3;4;1;4;0;7;1;0;0
1632.176698;"[0,3,4,1,5]-[0,0,0,0]";"[0,3,4,1,5]";0;3;4;1;5;0;7;1;0;0
1712.133513;"[0,3,4,1,6]-[0,0,0,0]";"[0,3,4,1,6]";0;3;4;1;6;0;7;1;0;0
1792.090327;"[0,3,4,1,7]-[0,0,0,0]";"[0,3,4,1,7]";0;3;4;1;7;0;7;1;0;0
1872.047142;"[0,3,4,1,8]-[0,0,0,0]";"[0,3,4,1,8]";0;3;4;1;8;0;7;1;0;0
1952.003957;"[0,3,4,1,9]-[0,0,0,0]";"[0,3,4,1,9]";0;3;4;1;9;0;7;1;0;0
2031.960771;"[0,3,4,1,10]-[0,0,0,0]";"[0,3,4,1,10]";0;3;4;1;10;0;7;1;0;0
2111.917586;"[0,3,4,1,11]-[0,0,0,0]";"[0,3,4,1,11]";0;3;4;1;11;0;7;1;0;0
1274.40319;"[0,3,4,2,0]-[0,0,0,0]";"[0,3,4,2,0]";0;3;4;2;0;0;7;1;0;0
1354.360004;"[0,3,4,2,1]-[0,0,0,0]";"[0,3,4,2,1]";0;3;4;2;1;0;7;1;0;0
1434.316819;"[0,3,4,2,2]-[0,0,0,0]";"[0,3,4,2,2]";0;3;4;2;2;0;7;1;0;0
1514.273634;"[0,3,4,2,3]-[0,0,0,0]";"[0,3,4,2,3]";0;3;4;2;3;0;7;1;0;0
1594.230448;"[0,3,4,2,4]-[0,0,0,0]";"[0,3,4,2,4]";0;3;4;2;4;0;7;1;0;0
1674.187263;"[0,3,4,2,5]-[0,0,0,0]";"[0,3,4,2,5]";0;3;4;2;5;0;7;1;0;0
1754.144077;"[0,3,4,2,6]-[0,0,0,0]";"[0,3,4,2,6]";0;3;4;2;6;0;7;1;0;0
1834.100892;"[0,3,4,2,7]-[0,0,0,0]";"[0,3,4,2,7]";0;3;4;2;7;0;7;1;0;0
1914.057707;"[0,3,4,2,8]-[0,0,0,0]";"[0,3,4,2,8]";0;3;4;2;8;0;7;1;0;0
1994.014521;"[0,3,4,2,9]-[0,0,0,0]";"[0,3,4,2,9]";0;3;4;2;9;0;7;1;0;0
2073.971336;"[0,3,4,2,10]-[0,0,0,0]";"[0,3,4,2,10]";0;3;4;2;10;0;7;1;0;0
1316.413755;"[0,3,4,3,0]-[0,0,0,0]";"[0,3,4,3,0]";0;3;4;3;0;0;7;1;0;0
1396.370569;"[0,3,4,3,1]-[0,0,0,0]";"[0,3,4,3,1]";0;3;4;3;1;0;7;1;0;0
1476.327384;"[0,3,4,3,2]-[0,0,0,0]";"[0,3,4,3,2]";0;3;4;3;2;0;7;1;0;0
1556.284198;"[0,3,4,3,3]-[0,0,0,0]";"[0,3,4,3,3]";0;3;4;3;3;0;7;1;0;0
1636.241013;"[0,3,4,3,4]-[0,0,0,0]";"[0,3,4,3,4]";0;3;4;3;4;0;7;1;0;0
1716.197828;"[0,3,4,3,5]-[0,0,0,0]";"[0,3,4,3,5]";0;3;4;3;5;0;7;1;0;0
1796.154642;"[0,3,4,3,6]-[0,0,0,0]";"[0,3,4,3,6]";0;3;4;3;6;0;7;1;0;0
1876.111457;"[0,3,4,3,7]-[0,0,0,0]";"[0,3,4,3,7]";0;3;4;3;7;0;7;1;0;0
1956.068271;"[0,3,4,3,8]-[0,0,0,0]";"[0,3,4,3,8]";0;3;4;3;8;0;7;1;0;0
2036.025086;"[0,3,4,3,9]-[0,0,0,0]";"[0,3,4,3,9]";0;3;4;3;9;0;7;1;0;0
1358.424319;"[0,3,4,4,0]-[0,0,0,0]";"[0,3,4,4,0]";0;3;4;4;0;0;7;1;0;0
1438.381134;"[0,3,4,4,1]-[0,0,0,0]";"[0,3,4,4,1]";0;3;4;4;1;0;7;1;0;0
1518.337948;"[0,3,4,4,2]-[0,0,0,0]";"[0,3,4,4,2]";0;3;4;4;2;0;7;1;0;0
1598.294763;"[0,3,4,4,3]-[0,0,0,0]";"[0,3,4,4,3]";0;3;4;4;3;0;7;1;0;0
1678.251578;"[0,3,4,4,4]-[0,0,0,0]";"[0,3,4,4,4]";0;3;4;4;4;0;7;1;0;0
1758.208392;"[0,3,4,4,5]-[0,0,0,0]";"[0,3,4,4,5]";0;3;4;4;5;0;7;1;0;0
1838.165207;"[0,3,4,4,6]-[0,0,0,0]";"[0,3,4,4,6]";0;3;4;4;6;0;7;1;0;0
1918.122021;"[0,3,4,4,7]-[0,0,0,0]";"[0,3,4,4,7]";0;3;4;4;7;0;7;1;0;0
1998.078836;"[0,3,4,4,8]-[0,0,0,0]";"[0,3,4,4,8]";0;3;4;4;8;0;7;1;0;0
1205.345341;"[0,4,3,0,0]-[0,0,0,0]";"[0,4,3,0,0]";0;4;3;0;0;0;7;1;0;0
1285.302155;"[0,4,3,0,1]-[0,0,0,0]";"[0,4,3,0,1]";0;4;3;0;1;0;7;1;0;0
1365.25897;"[0,4,3,0,2]-[0,0,0,0]";"[0,4,3,0,2]";0;4;3;0;2;0;7;1;0;0
1445.215784;"[0,4,3,0,3]-[0,0,0,0]";"[0,4,3,0,3]";0;4;3;0;3;0;7;1;0;0
1525.172599;"[0,4,3,0,4]-[0,0,0,0]";"[0,4,3,0,4]";0;4;3;0;4;0;7;1;0;0
1605.129414;"[0,4,3,0,5]-[0,0,0,0]";"[0,4,3,0,5]";0;4;3;0;5;0;7;1;0;0
1685.086228;"[0,4,3,0,6]-[0,0,0,0]";"[0,4,3,0,6]";0;4;3;0;6;0;7;1;0;0
1765.043043;"[0,4,3,0,7]-[0,0,0,0]";"[0,4,3,0,7]";0;4;3;0;7;0;7;1;0;0
1844.999857;"[0,4,3,0,8]-[0,0,0,0]";"[0,4,3,0,8]";0;4;3;0;8;0;7;1;0;0
1924.956672;"[0,4,3,0,9]-[0,0,0,0]";"[0,4,3,0,9]";0;4;3;0;9;0;7;1;0;0
2004.913487;"[0,4,3,0,10]-[0,0,0,0]";"[0,4,3,0,10]";0;4;3;0;10;0;7;1;0;0
2084.870301;"[0,4,3,0,11]-[0,0,0,0]";"[0,4,3,0,11]";0;4;3;0;11;0;7;1;0;0
1247.355905;"[0,4,3,1,0]-[0,0,0,0]";"[0,4,3,1,0]";0;4;3;1;0;0;7;1;0;0
1327.31272;"[0,4,3,1,1]-[0,0,0,0]";"[0,4,3,1,1]";0;4;3;1;1;0;7;1;0;0
