scan_num,scan_time,type,bpi,bpi_mz,tic,num_peaks,num_deisotoped,info
32,0.616,1,107393,403.1641,6946742,112,13,FTMS - p ESI Full ms [400.00-2000.00]
33,0.636,1,110804,403.16429,6719918,122,14,FTMS - p ESI Full ms [400.00-2000.00]
34,0.6564,1,114673,403.1642,6976939,122,17,FTMS - p ESI Full ms [400.00-2000.00]
35,0.6763,1,108279,403.16434,6818101,123,13,FTMS - p ESI Full ms [400.00-2000.00]
36,0.6965,1,119586,403.16419,7379493,117,12,FTMS - p ESI Full ms [400.00-2000.00]
37,0.7163,1,134063,403.1642,7525323,121,16,FTMS - p ESI Full ms [400.00-2000.00]
38,0.7358,1,127439,403.16418,7304832,128,12,FTMS - p ESI Full ms [400.00-2000.00]
39,0.7556,1,120863,403.16432,7078036,118,15,FTMS - p ESI Full ms [400.00-2000.00]
40,0.7757,1,125751,403.16397,7059132,121,12,FTMS - p ESI Full ms [400.00-2000.00]
41,0.7956,1,110649,403.16411,6825414,121,13,FTMS - p ESI Full ms [400.00-2000.00]
42,0.8157,1,119154,403.16441,7239351,114,12,FTMS - p ESI Full ms [400.00-2000.00]
43,0.8355,1,122223,403.16422,7363011,115,14,FTMS - p ESI Full ms [400.00-2000.00]
44,0.8551,1,118514,403.16406,7174040,120,13,FTMS - p ESI Full ms [400.00-2000.00]
45,0.8749,1,115108,403.16408,7296873,130,15,FTMS - p ESI Full ms [400.00-2000.00]
46,0.8951,1,117196,403.16424,7204855,123,13,FTMS - p ESI Full ms [400.00-2000.00]
47,0.9147,1,113195,403.16414,6985512,115,11,FTMS - p ESI Full ms [400.00-2000.00]
48,0.9348,1,107738,403.16451,6827397,116,12,FTMS - p ESI Full ms [400.00-2000.00]
49,0.9551,1,115769,403.16419,7009027,126,15,FTMS - p ESI Full ms [400.00-2000.00]
50,0.9753,1,115068,403.16404,6829617,116,13,FTMS - p ESI Full ms [400.00-2000.00]
51,0.9953,1,118359,403.16406,7014748,122,14,FTMS - p ESI Full ms [400.00-2000.00]
52,1.0154,1,130143,403.16412,7177088,110,14,FTMS - p ESI Full ms [400.00-2000.00]
53,1.035,1,112244,403.16433,6923392,120,13,FTMS - p ESI Full ms [400.00-2000.00]
54,1.0553,1,118024,403.16429,7101776,123,16,FTMS - p ESI Full ms [400.00-2000.00]
55,1.0755,1,118821,403.16412,7308261,126,12,FTMS - p ESI Full ms [400.00-2000.00]
56,1.0954,1,123090,403.16421,7498673,114,13,FTMS - p ESI Full ms [400.00-2000.00]
57,1.1149,1,119000,403.16437,6824007,111,13,FTMS - p ESI Full ms [400.00-2000.00]
58,1.1352,1,110517,403.16416,6866530,127,12,FTMS - p ESI Full ms [400.00-2000.00]
59,1.1553,1,125456,403.16396,7757796,124,13,FTMS - p ESI Full ms [400.00-2000.00]
60,1.1747,1,109084,403.16438,6749571,116,15,FTMS - p ESI Full ms [400.00-2000.00]
61,1.1947,1,120587,403.16423,7221831,121,15,FTMS - p ESI Full ms [400.00-2000.00]
62,1.2146,1,111506,403.16419,6910550,116,11,FTMS - p ESI Full ms [400.00-2000.00]
63,1.2347,1,126770,403.164,7243185,114,11,FTMS - p ESI Full ms [400.00-2000.00]
64,1.2546,1,120783,403.16405,7135546,117,14,FTMS - p ESI Full ms [400.00-2000.00]
65,1.2743,1,109262,403.16431,6795194,117,17,FTMS - p ESI Full ms [400.00-2000.00]
66,1.2946,1,124712,403.16415,7407638,122,14,FTMS - p ESI Full ms [400.00-2000.00]
67,1.3142,1,106184,403.16424,6655639,118,13,FTMS - p ESI Full ms [400.00-2000.00]
68,1.3346,1,117527,403.1646,6775845,116,12,FTMS - p ESI Full ms [400.00-2000.00]
69,1.3548,1,113636,403.16403,7146431,126,15,FTMS - p ESI Full ms [400.00-2000.00]
70,1.375,1,120802,403.16404,7076166,120,13,FTMS - p ESI Full ms [400.00-2000.00]
71,1.3948,1,114045,403.16422,7029850,115,14,FTMS - p ESI Full ms [400.00-2000.00]
72,1.4148,1,115545,403.16407,7173739,123,13,FTMS - p ESI Full ms [400.00-2000.00]
73,1.4347,1,109948,403.16429,6949200,118,13,FTMS - p ESI Full ms [400.00-2000.00]
74,1.4549,1,110010,403.16446,6929165,112,11,FTMS - p ESI Full ms [400.00-2000.00]
75,1.475,1,107264,403.16431,6850300,122,13,FTMS - p ESI Full ms [400.00-2000.00]
76,1.4952,1,129617,403.16407,7508461,119,14,FTMS - p ESI Full ms [400.00-2000.00]
77,1.5147,1,113270,403.16427,6933392,127,16,FTMS - p ESI Full ms [400.00-2000.00]
78,1.5349,1,117831,403.16424,7273409,123,15,FTMS - p ESI Full ms [400.00-2000.00]
79,1.5547,1,113876,403.16413,7253148,125,13,FTMS - p ESI Full ms [400.00-2000.00]
80,1.5744,1,115458,403.16403,7021914,124,17,FTMS - p ESI Full ms [400.00-2000.00]
81,1.5944,1,116685,403.16422,7226011,119,11,FTMS - p ESI Full ms [400.00-2000.00]
82,1.6143,1,124353,403.16402,7400892,125,14,FTMS - p ESI Full ms [400.00-2000.00]
83,1.634,1,118285,403.16408,6924499,117,13,FTMS - p ESI Full ms [400.00-2000.00]
84,1.6541,1,112527,403.16428,7091521,113,12,FTMS - p ESI Full ms [400.00-2000.00]
85,1.674,1,118020,403.16433,6910792,118,15,FTMS - p ESI Full ms [400.00-2000.00]
86,1.6941,1,109227,403.16436,6701449,112,12,FTMS - p ESI Full ms [400.00-2000.00]
87,1.7145,1,123264,403.16401,7255929,127,13,FTMS - p ESI Full ms [400.00-2000.00]
88,1.7343,1,126911,403.1643,7186401,104,9,FTMS - p ESI Full ms [400.00-2000.00]
89,1.754,1,108434,403.16431,7005851,127,16,FTMS - p ESI Full ms [400.00-2000.00]
90,1.7743,1,123875,403.16431,7108488,113,15,FTMS - p ESI Full ms [400.00-2000.00]
91,1.7941,1,115941,403.16424,7094660,118,14,FTMS - p ESI Full ms [400.00-2000.00]
92,1.8141,1,125412,403.16425,7359689,120,14,FTMS - p ESI Full ms [400.00-2000.00]
93,1.8337,1,118732,403.16409,7274365,114,12,FTMS - p ESI Full ms [400.00-2000.00]
94,1.8535,1,125335,403.16419,7228122,121,12,FTMS - p ESI Full ms [400.00-2000.00]
95,1.8732,1,114615,403.16436,6965618,123,12,FTMS - p ESI Full ms [400.00-2000.00]
96,1.8933,1,118879,403.16427,6947653,117,14,FTMS - p ESI Full ms [400.00-2000.00]
97,1.9133,1,118500,403.1643,7001892,117,13,FTMS - p ESI Full ms [400.00-2000.00]
98,1.9334,1,112034,403.1644,7030193,113,13,FTMS - p ESI Full ms [400.00-2000.00]
99,1.9533,1,115551,403.164,7002642,122,15,FTMS - p ESI Full ms [400.00-2000.00]
100,1.9735,1,103731,403.16442,6733490,125,15,FTMS - p ESI Full ms [400.00-2000.00]
101,1.9936,1,116749,403.16428,6934598,121,15,FTMS - p ESI Full ms [400.00-2000.00]
102,2.0138,1,118039,403.16412,7049005,119,15,FTMS - p ESI Full ms [400.00-2000.00]
103,2.034,1,120182,403.16422,7203146,125,12,FTMS - p ESI Full ms [400.00-2000.00]
104,2.0539,1,111250,403.16411,7278577,125,13,FTMS - p ESI Full ms [400.00-2000.00]
105,2.0738,1,114412,403.16408,6896638,124,16,FTMS - p ESI Full ms [400.00-2000.00]
106,2.094,1,104194,403.16425,6901877,115,14,FTMS - p ESI Full ms [400.00-2000.00]
107,2.1141,1,113783,403.16434,7124107,117,13,FTMS - p ESI Full ms [400.00-2000.00]
108,2.1341,1,115756,403.16426,7256711,122,15,FTMS - p ESI Full ms [400.00-2000.00]
109,2.1539,1,121064,403.16418,7421599,116,12,FTMS - p ESI Full ms [400.00-2000.00]
110,2.1734,1,115074,403.16404,7232080,111,12,FTMS - p ESI Full ms [400.00-2000.00]
111,2.1932,1,116507,403.16395,7018138,118,14,FTMS - p ESI Full ms [400.00-2000.00]
112,2.2132,1,118999,403.16404,7403526,123,12,FTMS - p ESI Full ms [400.00-2000.00]
113,2.233,1,114420,403.16412,7231208,121,13,FTMS - p ESI Full ms [400.00-2000.00]
114,2.253,1,107275,403.1641,6697784,118,12,FTMS - p ESI Full ms [400.00-2000.00]
115,2.2731,1,110315,403.16411,7028935,111,12,FTMS - p ESI Full ms [400.00-2000.00]
116,2.2931,1,121646,403.16398,7180378,116,13,FTMS - p ESI Full ms [400.00-2000.00]
117,2.3128,1,125283,403.16387,7476032,123,9,FTMS - p ESI Full ms [400.00-2000.00]
118,2.3325,1,116023,403.16413,7185184,122,16,FTMS - p ESI Full ms [400.00-2000.00]
119,2.3523,1,116247,403.16417,7015958,124,15,FTMS - p ESI Full ms [400.00-2000.00]
120,2.3725,1,117631,403.16417,7194762,119,13,FTMS - p ESI Full ms [400.00-2000.00]
121,2.3922,1,119688,403.16418,7353956,114,14,FTMS - p ESI Full ms [400.00-2000.00]
122,2.4121,1,119134,403.16414,7255698,110,12,FTMS - p ESI Full ms [400.00-2000.00]
123,2.4319,1,103213,403.16426,6761438,126,16,FTMS - p ESI Full ms [400.00-2000.00]
124,2.4523,1,121384,403.16422,7635145,122,12,FTMS - p ESI Full ms [400.00-2000.00]
125,2.472,1,129786,403.16414,7962943,132,16,FTMS - p ESI Full ms [400.00-2000.00]
126,2.4917,1,133671,403.16414,8426508,121,13,FTMS - p ESI Full ms [400.00-2000.00]
127,2.5112,1,167415,666.05985,9202482,128,18,FTMS - p ESI Full ms [400.00-2000.00]
128,2.5304,1,247268,666.05966,8595508,118,15,FTMS - p ESI Full ms [400.00-2000.00]
129,2.5503,1,357022,666.05953,10249488,111,11,FTMS - p ESI Full ms [400.00-2000.00]
130,2.5696,1,438161,666.05949,10898069,122,15,FTMS - p ESI Full ms [400.00-2000.00]
131,2.5888,1,485136,666.05945,11068851,122,18,FTMS - p ESI Full ms [400.00-2000.00]
132,2.6081,1,497569,666.05935,11195956,127,18,FTMS - p ESI Full ms [400.00-2000.00]
133,2.6274,1,487591,666.0593,11309634,124,16,FTMS - p ESI Full ms [400.00-2000.00]
134,2.6466,1,459994,666.05941,11187632,116,16,FTMS - p ESI Full ms [400.00-2000.00]
135,2.6655,1,416209,666.05953,11026795,113,14,FTMS - p ESI Full ms [400.00-2000.00]
136,2.6845,1,333977,666.05927,10226843,118,16,FTMS - p ESI Full ms [400.00-2000.00]
137,2.7035,1,272953,666.05936,9810173,118,16,FTMS - p ESI Full ms [400.00-2000.00]
138,2.7228,1,214290,666.05937,8733846,122,15,FTMS - p ESI Full ms [400.00-2000.00]
139,2.7424,1,176522,666.05936,8803236,116,16,FTMS - p ESI Full ms [400.00-2000.00]
140,2.7618,1,143936,666.05953,8657344,130,17,FTMS - p ESI Full ms [400.00-2000.00]
141,2.7813,1,123366,403.16417,8579513,123,16,FTMS - p ESI Full ms [400.00-2000.00]
142,2.8008,1,129963,403.16403,8731652,126,17,FTMS - p ESI Full ms [400.00-2000.00]
143,2.82,1,105602,403.16415,7882930,136,19,FTMS - p ESI Full ms [400.00-2000.00]
144,2.8399,1,118682,403.1643,8039481,126,18,FTMS - p ESI Full ms [400.00-2000.00]
145,2.8596,1,116428,403.16411,8182014,126,18,FTMS - p ESI Full ms [400.00-2000.00]
146,2.879,1,136442,403.1641,9014883,129,19,FTMS - p ESI Full ms [400.00-2000.00]
147,2.898,1,127990,403.164,9489654,130,19,FTMS - p ESI Full ms [400.00-2000.00]
148,2.9169,1,172325,434.26613,9845174,116,16,FTMS - p ESI Full ms [400.00-2000.00]
149,2.936,1,219044,434.26623,10873434,132,19,FTMS - p ESI Full ms [400.00-2000.00]
150,2.955,1,260426,434.26623,11352734,124,17,FTMS - p ESI Full ms [400.00-2000.00]
151,2.974,1,304969,434.26613,13018916,119,19,FTMS - p ESI Full ms [400.00-2000.00]
152,2.9927,1,297550,434.26642,13846387,122,18,FTMS - p ESI Full ms [400.00-2000.00]
153,3.0114,1,356620,445.18582,15284165,124,21,FTMS - p ESI Full ms [400.00-2000.00]
154,3.03,1,507678,445.18574,15374539,117,20,FTMS - p ESI Full ms [400.00-2000.00]
155,3.0485,1,604825,445.18574,15222352,116,18,FTMS - p ESI Full ms [400.00-2000.00]
156,3.0674,1,740304,445.1852,14991718,116,17,FTMS - p ESI Full ms [400.00-2000.00]
157,3.0865,1,852876,445.18516,15988438,110,18,FTMS - p ESI Full ms [400.00-2000.00]
158,3.1054,1,776795,445.18517,15062709,113,17,FTMS - p ESI Full ms [400.00-2000.00]
159,3.1242,1,702948,445.18546,14326545,116,18,FTMS - p ESI Full ms [400.00-2000.00]
160,3.1431,1,609331,445.18558,13467731,119,19,FTMS - p ESI Full ms [400.00-2000.00]
161,3.1618,1,524746,445.18566,12485028,113,18,FTMS - p ESI Full ms [400.00-2000.00]
162,3.1809,1,425912,445.18605,11331761,115,20,FTMS - p ESI Full ms [400.00-2000.00]
163,3.2002,1,366889,445.18594,11383406,119,19,FTMS - p ESI Full ms [400.00-2000.00]
164,3.219,1,319440,445.18608,10468015,120,14,FTMS - p ESI Full ms [400.00-2000.00]
165,3.2381,1,251672,445.18609,9361539,123,16,FTMS - p ESI Full ms [400.00-2000.00]
166,3.2576,1,223183,445.18616,9083266,121,17,FTMS - p ESI Full ms [400.00-2000.00]
167,3.2769,1,197429,445.18598,8800351,122,16,FTMS - p ESI Full ms [400.00-2000.00]
168,3.2967,1,172440,445.18635,8227254,120,16,FTMS - p ESI Full ms [400.00-2000.00]
169,3.3166,1,166808,445.18606,8685274,119,15,FTMS - p ESI Full ms [400.00-2000.00]
170,3.3361,1,153309,445.18612,8327308,125,16,FTMS - p ESI Full ms [400.00-2000.00]
171,3.3559,1,143920,445.18619,8174991,122,17,FTMS - p ESI Full ms [400.00-2000.00]
172,3.3758,1,127532,445.1859,8466987,121,16,FTMS - p ESI Full ms [400.00-2000.00]
173,3.3952,1,123029,403.16433,8429174,119,17,FTMS - p ESI Full ms [400.00-2000.00]
174,3.4147,1,128790,403.16421,8597161,126,16,FTMS - p ESI Full ms [400.00-2000.00]
175,3.434,1,123851,403.16417,8308048,122,14,FTMS - p ESI Full ms [400.00-2000.00]
176,3.4535,1,131026,403.16422,8266923,124,15,FTMS - p ESI Full ms [400.00-2000.00]
177,3.4729,1,132419,403.16416,8161403,121,15,FTMS - p ESI Full ms [400.00-2000.00]
178,3.4923,1,122392,403.16442,7892780,125,17,FTMS - p ESI Full ms [400.00-2000.00]
179,3.5121,1,110812,403.1642,7590544,116,16,FTMS - p ESI Full ms [400.00-2000.00]
180,3.5321,1,119923,403.16416,7942932,126,14,FTMS - p ESI Full ms [400.00-2000.00]
181,3.5517,1,120953,403.1641,7793096,118,14,FTMS - p ESI Full ms [400.00-2000.00]
182,3.5712,1,120581,403.16426,7889100,123,16,FTMS - p ESI Full ms [400.00-2000.00]
183,3.5906,1,125929,403.16432,8133032,126,16,FTMS - p ESI Full ms [400.00-2000.00]
184,3.6102,1,124614,403.16426,8275713,124,17,FTMS - p ESI Full ms [400.00-2000.00]
185,3.6296,1,117301,403.1643,7923468,123,18,FTMS - p ESI Full ms [400.00-2000.00]
186,3.6492,1,125091,403.16436,8405035,132,19,FTMS - p ESI Full ms [400.00-2000.00]
187,3.6686,1,138931,403.16426,8580542,132,16,FTMS - p ESI Full ms [400.00-2000.00]
188,3.6878,1,135160,403.16431,8320512,128,16,FTMS - p ESI Full ms [400.00-2000.00]
189,3.7071,1,132282,403.16406,8439427,130,16,FTMS - p ESI Full ms [400.00-2000.00]
190,3.7266,1,124135,403.16426,8022812,133,17,FTMS - p ESI Full ms [400.00-2000.00]
191,3.7461,1,134087,403.16425,8224791,122,14,FTMS - p ESI Full ms [400.00-2000.00]
192,3.7654,1,142930,403.16435,8346633,128,16,FTMS - p ESI Full ms [400.00-2000.00]
193,3.7848,1,133600,403.16428,7802527,127,16,FTMS - p ESI Full ms [400.00-2000.00]
194,3.8045,1,145146,403.16412,8461771,126,16,FTMS - p ESI Full ms [400.00-2000.00]
195,3.8236,1,129611,403.16449,7910568,117,12,FTMS - p ESI Full ms [400.00-2000.00]
196,3.8431,1,141042,403.16411,8132850,126,14,FTMS - p ESI Full ms [400.00-2000.00]
197,3.8624,1,128122,403.1642,7826157,125,12,FTMS - p ESI Full ms [400.00-2000.00]
198,3.8821,1,131197,403.16433,7695004,120,15,FTMS - p ESI Full ms [400.00-2000.00]
199,3.9019,1,142447,403.16426,8216122,128,16,FTMS - p ESI Full ms [400.00-2000.00]
200,3.9211,1,126134,403.16418,7309359,118,12,FTMS - p ESI Full ms [400.00-2000.00]
201,3.9409,1,126100,403.16415,7623062,124,16,FTMS - p ESI Full ms [400.00-2000.00]
202,3.9607,1,132582,403.16434,7570243,118,12,FTMS - p ESI Full ms [400.00-2000.00]
203,3.9805,1,135994,403.16422,7820703,127,14,FTMS - p ESI Full ms [400.00-2000.00]
204,4.0,1,131924,403.16415,7572999,123,13,FTMS - p ESI Full ms [400.00-2000.00]
205,4.0194,1,117966,403.16427,7363364,127,14,FTMS - p ESI Full ms [400.00-2000.00]
206,4.0394,1,109113,403.16428,6988159,132,14,FTMS - p ESI Full ms [400.00-2000.00]
207,4.0596,1,117904,403.16437,7242621,126,13,FTMS - p ESI Full ms [400.00-2000.00]
208,4.0797,1,112013,403.16431,7032393,119,11,FTMS - p ESI Full ms [400.00-2000.00]
209,4.0996,1,108979,403.16416,6990029,124,15,FTMS - p ESI Full ms [400.00-2000.00]
210,4.1197,1,119380,403.16417,7383761,114,14,FTMS - p ESI Full ms [400.00-2000.00]
211,4.1394,1,116001,403.1643,6853188,123,15,FTMS - p ESI Full ms [400.00-2000.00]
212,4.1597,1,126432,403.16406,7665847,133,15,FTMS - p ESI Full ms [400.00-2000.00]
213,4.1794,1,129698,403.16417,7421529,129,15,FTMS - p ESI Full ms [400.00-2000.00]
214,4.1992,1,111987,403.16428,6982099,119,14,FTMS - p ESI Full ms [400.00-2000.00]
215,4.2192,1,128362,403.16425,7093722,116,16,FTMS - p ESI Full ms [400.00-2000.00]
216,4.2391,1,114219,403.16399,6849608,121,10,FTMS - p ESI Full ms [400.00-2000.00]
217,4.2593,1,122608,403.16399,7413703,118,15,FTMS - p ESI Full ms [400.00-2000.00]
218,4.2788,1,112125,403.16421,6984392,128,14,FTMS - p ESI Full ms [400.00-2000.00]
219,4.2988,1,119538,403.16415,7054054,110,11,FTMS - p ESI Full ms [400.00-2000.00]
220,4.3186,1,125658,403.16417,7145678,115,13,FTMS - p ESI Full ms [400.00-2000.00]
221,4.3385,1,106898,403.16411,6872142,116,13,FTMS - p ESI Full ms [400.00-2000.00]
222,4.3586,1,107933,403.16412,6809435,130,13,FTMS - p ESI Full ms [400.00-2000.00]
223,4.3789,1,116996,403.16411,7164974,116,14,FTMS - p ESI Full ms [400.00-2000.00]
224,4.3989,1,125881,403.16402,7215633,120,14,FTMS - p ESI Full ms [400.00-2000.00]
225,4.4187,1,114099,403.16395,6946144,122,15,FTMS - p ESI Full ms [400.00-2000.00]
226,4.4389,1,118393,403.16428,7081802,119,17,FTMS - p ESI Full ms [400.00-2000.00]
227,4.4588,1,115516,403.16428,7137799,119,15,FTMS - p ESI Full ms [400.00-2000.00]
228,4.4788,1,113937,403.16416,7031169,113,14,FTMS - p ESI Full ms [400.00-2000.00]
229,4.4989,1,115689,403.16412,7004017,117,14,FTMS - p ESI Full ms [400.00-2000.00]
230,4.5189,1,116137,403.16414,7038157,123,13,FTMS - p ESI Full ms [400.00-2000.00]
231,4.5388,1,116325,403.16416,6973189,122,13,FTMS - p ESI Full ms [400.00-2000.00]
232,4.5587,1,119747,403.16405,6723006,114,13,FTMS - p ESI Full ms [400.00-2000.00]
233,4.579,1,111401,403.1643,6976295,122,14,FTMS - p ESI Full ms [400.00-2000.00]
234,4.5992,1,113667,403.16435,6844011,122,15,FTMS - p ESI Full ms [400.00-2000.00]
235,4.6196,1,112556,403.16407,6731270,119,16,FTMS - p ESI Full ms [400.00-2000.00]
236,4.6396,1,124192,403.16401,7400356,127,13,FTMS - p ESI Full ms [400.00-2000.00]
237,4.6594,1,105670,403.16403,6947971,129,15,FTMS - p ESI Full ms [400.00-2000.00]
238,4.6795,1,122299,403.164,7232856,119,15,FTMS - p ESI Full ms [400.00-2000.00]
239,4.6993,1,114471,403.16423,7044146,116,15,FTMS - p ESI Full ms [400.00-2000.00]
240,4.7191,1,118768,403.16407,7197889,118,14,FTMS - p ESI Full ms [400.00-2000.00]
241,4.7388,1,109644,403.16397,6915007,122,15,FTMS - p ESI Full ms [400.00-2000.00]
242,4.7589,1,115343,403.16404,7294106,122,16,FTMS - p ESI Full ms [400.00-2000.00]
243,4.7787,1,116965,403.16398,7221664,123,14,FTMS - p ESI Full ms [400.00-2000.00]
244,4.7986,1,101122,403.16434,6710048,124,13,FTMS - p ESI Full ms [400.00-2000.00]
245,4.8189,1,125913,403.16416,7350345,118,15,FTMS - p ESI Full ms [400.00-2000.00]
246,4.8386,1,114122,403.16408,6853024,117,15,FTMS - p ESI Full ms [400.00-2000.00]
247,4.8586,1,110886,403.16419,6703765,117,14,FTMS - p ESI Full ms [400.00-2000.00]
248,4.8788,1,120375,403.16442,7072370,111,11,FTMS - p ESI Full ms [400.00-2000.00]
249,4.8985,1,110077,403.16399,6580327,121,17,FTMS - p ESI Full ms [400.00-2000.00]
250,4.9187,1,104635,403.16413,6294238,109,14,FTMS - p ESI Full ms [400.00-2000.00]
251,4.939,1,108042,439.14105,6319408,113,16,FTMS - p ESI Full ms [400.00-2000.00]
252,4.9595,1,131088,439.14108,6420350,118,17,FTMS - p ESI Full ms [400.00-2000.00]
253,4.9801,1,153776,439.14087,6525727,114,14,FTMS - p ESI Full ms [400.00-2000.00]
254,5.0007,1,158576,439.14089,6444685,122,17,FTMS - p ESI Full ms [400.00-2000.00]
255,5.0215,1,172502,439.14087,6483509,119,13,FTMS - p ESI Full ms [400.00-2000.00]
256,5.0424,1,181461,439.14109,6592920,106,13,FTMS - p ESI Full ms [400.00-2000.00]
257,5.0631,1,175786,439.14102,6643865,119,15,FTMS - p ESI Full ms [400.00-2000.00]
258,5.0841,1,176591,439.14099,6509582,117,13,FTMS - p ESI Full ms [400.00-2000.00]
259,5.1051,1,175616,439.14089,6573226,115,12,FTMS - p ESI Full ms [400.00-2000.00]
260,5.1262,1,171979,439.1408,6543320,112,13,FTMS - p ESI Full ms [400.00-2000.00]
261,5.1471,1,162207,439.14095,6050178,115,16,FTMS - p ESI Full ms [400.00-2000.00]
262,5.1686,1,167993,439.14093,6543828,115,14,FTMS - p ESI Full ms [400.00-2000.00]
263,5.1895,1,148089,439.14092,6282353,110,16,FTMS - p ESI Full ms [400.00-2000.00]
264,5.2105,1,147163,439.14095,6252466,125,15,FTMS - p ESI Full ms [400.00-2000.00]
265,5.2317,1,144273,439.14098,6691558,113,12,FTMS - p ESI Full ms [400.00-2000.00]
266,5.2521,1,130994,439.14097,6318524,110,13,FTMS - p ESI Full ms [400.00-2000.00]
267,5.2727,1,127093,439.14107,6282146,115,14,FTMS - p ESI Full ms [400.00-2000.00]
268,5.2936,1,117424,439.1408,6133802,115,16,FTMS - p ESI Full ms [400.00-2000.00]
269,5.3146,1,111721,439.14088,6303004,113,14,FTMS - p ESI Full ms [400.00-2000.00]
270,5.3351,1,105872,439.1408,6425773,117,16,FTMS - p ESI Full ms [400.00-2000.00]
271,5.3555,1,99439,403.16427,6530875,108,14,FTMS - p ESI Full ms [400.00-2000.00]
272,5.3757,1,95625,439.14081,6558550,117,17,FTMS - p ESI Full ms [400.00-2000.00]
273,5.3959,1,100924,403.16404,6159970,109,14,FTMS - p ESI Full ms [400.00-2000.00]
274,5.4163,1,96473,403.16398,6420772,111,14,FTMS - p ESI Full ms [400.00-2000.00]
275,5.4366,1,88813,403.16417,5843219,112,14,FTMS - p ESI Full ms [400.00-2000.00]
276,5.4574,1,104285,403.16415,6420044,116,18,FTMS - p ESI Full ms [400.00-2000.00]
277,5.4776,1,97431,403.16419,6326222,119,15,FTMS - p ESI Full ms [400.00-2000.00]
278,5.4983,1,95413,403.16411,6176814,116,15,FTMS - p ESI Full ms [400.00-2000.00]
279,5.5187,1,102375,403.1644,6569821,122,15,FTMS - p ESI Full ms [400.00-2000.00]
280,5.539,1,93048,403.1642,6317711,120,14,FTMS - p ESI Full ms [400.00-2000.00]
281,5.5593,1,98274,403.16417,6362735,115,14,FTMS - p ESI Full ms [400.00-2000.00]
282,5.5797,1,97037,403.16415,6320946,120,16,FTMS - p ESI Full ms [400.00-2000.00]
283,5.6002,1,102516,403.1643,6355921,111,15,FTMS - p ESI Full ms [400.00-2000.00]
284,5.6205,1,84311,403.16416,5865847,116,15,FTMS - p ESI Full ms [400.00-2000.00]
