scan_num,scan_time,type,bpi,bpi_mz,tic,num_peaks,num_deisotoped,info
28,0.5377,1,133686,403.16441,7774321,127,17,FTMS - p ESI Full ms [400.00-2000.00]
29,0.5576,1,126283,403.1643,7752241,126,16,FTMS - p ESI Full ms [400.00-2000.00]
30,0.5775,1,126611,403.1645,7913869,129,11,FTMS - p ESI Full ms [400.00-2000.00]
31,0.5973,1,121981,403.16452,7529576,129,15,FTMS - p ESI Full ms [400.00-2000.00]
32,0.6176,1,123018,403.16457,7500564,127,14,FTMS - p ESI Full ms [400.00-2000.00]
33,0.6377,1,135689,403.16431,7849443,138,17,FTMS - p ESI Full ms [400.00-2000.00]
34,0.6577,1,127627,403.16453,7703590,128,17,FTMS - p ESI Full ms [400.00-2000.00]
35,0.6775,1,123954,403.16458,7399464,123,13,FTMS - p ESI Full ms [400.00-2000.00]
36,0.6979,1,126419,403.16453,7747660,135,19,FTMS - p ESI Full ms [400.00-2000.00]
37,0.7179,1,130396,403.16443,7776212,139,16,FTMS - p ESI Full ms [400.00-2000.00]
38,0.738,1,133825,403.16437,8006377,128,14,FTMS - p ESI Full ms [400.00-2000.00]
39,0.7576,1,122023,403.16456,7712555,139,19,FTMS - p ESI Full ms [400.00-2000.00]
40,0.7778,1,127866,403.16454,7789950,135,16,FTMS - p ESI Full ms [400.00-2000.00]
41,0.7979,1,122636,403.16464,7527392,127,15,FTMS - p ESI Full ms [400.00-2000.00]
42,0.8183,1,124206,403.16439,7740083,130,14,FTMS - p ESI Full ms [400.00-2000.00]
43,0.8383,1,127336,403.16443,7550475,126,14,FTMS - p ESI Full ms [400.00-2000.00]
44,0.8585,1,132040,403.16452,7939566,127,16,FTMS - p ESI Full ms [400.00-2000.00]
45,0.8781,1,126305,403.16426,7833031,130,14,FTMS - p ESI Full ms [400.00-2000.00]
46,0.8982,1,118793,403.16463,7612511,143,16,FTMS - p ESI Full ms [400.00-2000.00]
47,0.9183,1,129515,403.16444,7862464,127,15,FTMS - p ESI Full ms [400.00-2000.00]
48,0.9383,1,125619,403.16482,7817866,125,16,FTMS - p ESI Full ms [400.00-2000.00]
49,0.9581,1,126148,403.16443,7521441,132,16,FTMS - p ESI Full ms [400.00-2000.00]
50,0.9785,1,139633,403.16422,8166896,128,16,FTMS - p ESI Full ms [400.00-2000.00]
51,0.9982,1,135408,403.16442,7697291,131,12,FTMS - p ESI Full ms [400.00-2000.00]
52,1.0182,1,129785,403.1646,8007029,125,13,FTMS - p ESI Full ms [400.00-2000.00]
53,1.0379,1,134684,403.1644,8030639,133,18,FTMS - p ESI Full ms [400.00-2000.00]
54,1.0577,1,134363,403.16435,7704964,127,15,FTMS - p ESI Full ms [400.00-2000.00]
55,1.0777,1,135271,403.16435,8080061,138,19,FTMS - p ESI Full ms [400.00-2000.00]
56,1.0974,1,138292,403.16427,8079334,125,17,FTMS - p ESI Full ms [400.00-2000.00]
57,1.1171,1,123765,403.16447,7651565,132,17,FTMS - p ESI Full ms [400.00-2000.00]
58,1.1372,1,123718,403.16437,7583163,129,13,FTMS - p ESI Full ms [400.00-2000.00]
59,1.1575,1,124750,403.16445,7512912,134,13,FTMS - p ESI Full ms [400.00-2000.00]
60,1.1777,1,139641,403.16434,8188068,134,16,FTMS - p ESI Full ms [400.00-2000.00]
61,1.1971,1,146313,403.16422,8042688,129,14,FTMS - p ESI Full ms [400.00-2000.00]
62,1.2167,1,137116,403.16451,8066780,134,14,FTMS - p ESI Full ms [400.00-2000.00]
63,1.2365,1,139196,403.16434,8081418,137,15,FTMS - p ESI Full ms [400.00-2000.00]
64,1.2564,1,119887,403.16464,7302826,127,17,FTMS - p ESI Full ms [400.00-2000.00]
65,1.2767,1,125364,403.16451,7783336,133,14,FTMS - p ESI Full ms [400.00-2000.00]
66,1.2968,1,138622,403.16417,8341653,119,16,FTMS - p ESI Full ms [400.00-2000.00]
67,1.3161,1,126730,403.16451,7752895,131,15,FTMS - p ESI Full ms [400.00-2000.00]
68,1.3361,1,134712,403.16452,8090523,123,14,FTMS - p ESI Full ms [400.00-2000.00]
69,1.3559,1,137409,403.16432,8165110,135,16,FTMS - p ESI Full ms [400.00-2000.00]
70,1.3757,1,133997,403.16439,8062315,132,17,FTMS - p ESI Full ms [400.00-2000.00]
71,1.3954,1,121989,403.16441,7550863,131,16,FTMS - p ESI Full ms [400.00-2000.00]
72,1.4158,1,126901,403.16436,7751011,134,15,FTMS - p ESI Full ms [400.00-2000.00]
73,1.4361,1,136813,403.16415,7772852,135,13,FTMS - p ESI Full ms [400.00-2000.00]
74,1.4559,1,119167,403.16442,7577099,141,17,FTMS - p ESI Full ms [400.00-2000.00]
75,1.4762,1,141231,403.16431,8159451,128,13,FTMS - p ESI Full ms [400.00-2000.00]
76,1.496,1,119947,403.16452,7542341,137,19,FTMS - p ESI Full ms [400.00-2000.00]
77,1.5162,1,122218,403.16449,7452719,129,15,FTMS - p ESI Full ms [400.00-2000.00]
78,1.5366,1,130563,403.16458,7739284,132,18,FTMS - p ESI Full ms [400.00-2000.00]
79,1.5568,1,118643,403.16444,7240646,131,13,FTMS - p ESI Full ms [400.00-2000.00]
80,1.5775,1,133450,403.16438,7994866,130,15,FTMS - p ESI Full ms [400.00-2000.00]
81,1.5974,1,122225,403.16426,7799733,130,20,FTMS - p ESI Full ms [400.00-2000.00]
82,1.6177,1,117942,403.16452,7396292,132,14,FTMS - p ESI Full ms [400.00-2000.00]
83,1.6379,1,134580,403.16418,7947821,127,13,FTMS - p ESI Full ms [400.00-2000.00]
84,1.6577,1,128977,403.16426,7813780,146,16,FTMS - p ESI Full ms [400.00-2000.00]
85,1.6778,1,134309,403.16423,7693381,131,14,FTMS - p ESI Full ms [400.00-2000.00]
86,1.6976,1,135742,403.16413,8095406,130,15,FTMS - p ESI Full ms [400.00-2000.00]
87,1.7171,1,134338,403.16461,7879443,128,15,FTMS - p ESI Full ms [400.00-2000.00]
88,1.7372,1,125764,403.16443,7473476,139,14,FTMS - p ESI Full ms [400.00-2000.00]
89,1.7575,1,130920,403.16443,7789046,131,18,FTMS - p ESI Full ms [400.00-2000.00]
90,1.7776,1,117815,403.16451,7186870,125,15,FTMS - p ESI Full ms [400.00-2000.00]
91,1.7984,1,115802,403.16436,7490413,128,15,FTMS - p ESI Full ms [400.00-2000.00]
92,1.8184,1,129246,403.16431,7669255,123,13,FTMS - p ESI Full ms [400.00-2000.00]
93,1.8384,1,122379,403.16417,7732717,133,15,FTMS - p ESI Full ms [400.00-2000.00]
94,1.8585,1,125958,403.16426,7512381,134,13,FTMS - p ESI Full ms [400.00-2000.00]
95,1.8788,1,134017,403.16421,8008129,128,19,FTMS - p ESI Full ms [400.00-2000.00]
96,1.8986,1,139199,403.16433,7863119,133,15,FTMS - p ESI Full ms [400.00-2000.00]
97,1.9185,1,123372,403.16444,7435848,135,12,FTMS - p ESI Full ms [400.00-2000.00]
98,1.939,1,140532,403.16412,8143004,121,15,FTMS - p ESI Full ms [400.00-2000.00]
99,1.9585,1,132210,403.16422,8168720,131,15,FTMS - p ESI Full ms [400.00-2000.00]
100,1.9783,1,131481,403.16442,7571995,132,14,FTMS - p ESI Full ms [400.00-2000.00]
101,1.9981,1,127417,403.16426,7543822,128,14,FTMS - p ESI Full ms [400.00-2000.00]
102,2.0183,1,134140,403.164,7904400,124,14,FTMS - p ESI Full ms [400.00-2000.00]
103,2.0379,1,127584,403.16436,7664555,135,13,FTMS - p ESI Full ms [400.00-2000.00]
104,2.058,1,124836,403.16443,7678346,130,14,FTMS - p ESI Full ms [400.00-2000.00]
105,2.078,1,126854,403.16413,7824956,131,17,FTMS - p ESI Full ms [400.00-2000.00]
106,2.0981,1,127652,403.1642,7606206,125,18,FTMS - p ESI Full ms [400.00-2000.00]
107,2.118,1,133352,403.16459,8141908,121,15,FTMS - p ESI Full ms [400.00-2000.00]
108,2.1378,1,123806,403.1643,7515636,131,16,FTMS - p ESI Full ms [400.00-2000.00]
109,2.1581,1,133931,403.1643,8060862,129,19,FTMS - p ESI Full ms [400.00-2000.00]
110,2.1778,1,133534,403.16415,7709664,130,17,FTMS - p ESI Full ms [400.00-2000.00]
111,2.1976,1,128756,403.16426,7660376,135,14,FTMS - p ESI Full ms [400.00-2000.00]
112,2.2178,1,129631,403.16425,7868126,133,15,FTMS - p ESI Full ms [400.00-2000.00]
113,2.2377,1,127028,403.16415,7950210,136,19,FTMS - p ESI Full ms [400.00-2000.00]
114,2.2578,1,120813,403.16431,7309094,130,14,FTMS - p ESI Full ms [400.00-2000.00]
115,2.2783,1,131502,403.16435,7648737,126,13,FTMS - p ESI Full ms [400.00-2000.00]
116,2.2985,1,127880,403.16422,8025446,130,15,FTMS - p ESI Full ms [400.00-2000.00]
117,2.3183,1,128852,403.16432,7541724,133,15,FTMS - p ESI Full ms [400.00-2000.00]
118,2.3385,1,135714,403.16409,7995788,126,15,FTMS - p ESI Full ms [400.00-2000.00]
119,2.3582,1,131551,403.16438,7842275,137,16,FTMS - p ESI Full ms [400.00-2000.00]
120,2.3781,1,134994,403.16428,7794629,133,15,FTMS - p ESI Full ms [400.00-2000.00]
121,2.3979,1,131707,403.16442,7995075,137,16,FTMS - p ESI Full ms [400.00-2000.00]
122,2.4178,1,135047,403.16431,7958239,131,16,FTMS - p ESI Full ms [400.00-2000.00]
123,2.4376,1,130778,403.16446,7618628,128,16,FTMS - p ESI Full ms [400.00-2000.00]
124,2.4579,1,147534,403.16411,8482985,118,14,FTMS - p ESI Full ms [400.00-2000.00]
125,2.4774,1,136551,403.16428,8075608,140,15,FTMS - p ESI Full ms [400.00-2000.00]
126,2.4973,1,125576,403.16416,8711272,136,17,FTMS - p ESI Full ms [400.00-2000.00]
127,2.5172,1,183899,666.05985,9539203,140,17,FTMS - p ESI Full ms [400.00-2000.00]
128,2.5368,1,254419,666.05947,9628134,128,13,FTMS - p ESI Full ms [400.00-2000.00]
129,2.5567,1,333131,666.05977,10191478,125,14,FTMS - p ESI Full ms [400.00-2000.00]
130,2.5765,1,399766,666.0596,11006972,127,19,FTMS - p ESI Full ms [400.00-2000.00]
131,2.596,1,414362,666.05953,11051216,128,17,FTMS - p ESI Full ms [400.00-2000.00]
132,2.6155,1,425571,666.05966,11340145,126,12,FTMS - p ESI Full ms [400.00-2000.00]
133,2.6346,1,383086,666.05928,10844365,124,13,FTMS - p ESI Full ms [400.00-2000.00]
134,2.6539,1,347528,666.05928,10934736,127,17,FTMS - p ESI Full ms [400.00-2000.00]
135,2.6729,1,294149,666.05946,9987925,127,17,FTMS - p ESI Full ms [400.00-2000.00]
136,2.6924,1,235603,666.05952,9802734,131,15,FTMS - p ESI Full ms [400.00-2000.00]
137,2.7117,1,206056,666.05983,9862690,129,14,FTMS - p ESI Full ms [400.00-2000.00]
138,2.731,1,161799,666.05938,9356112,129,16,FTMS - p ESI Full ms [400.00-2000.00]
139,2.7504,1,136885,403.16424,8744390,139,20,FTMS - p ESI Full ms [400.00-2000.00]
140,2.7704,1,135915,403.16431,8762785,132,15,FTMS - p ESI Full ms [400.00-2000.00]
141,2.7899,1,140115,403.16434,8636556,130,17,FTMS - p ESI Full ms [400.00-2000.00]
142,2.8097,1,129039,403.16446,8787462,145,19,FTMS - p ESI Full ms [400.00-2000.00]
143,2.8295,1,134338,403.16433,8994383,140,18,FTMS - p ESI Full ms [400.00-2000.00]
144,2.849,1,130785,403.16431,8806605,142,20,FTMS - p ESI Full ms [400.00-2000.00]
145,2.8686,1,139488,403.16434,9382587,136,18,FTMS - p ESI Full ms [400.00-2000.00]
146,2.8878,1,137213,434.2664,9946732,132,16,FTMS - p ESI Full ms [400.00-2000.00]
147,2.9071,1,211039,434.26637,11377657,137,19,FTMS - p ESI Full ms [400.00-2000.00]
148,2.9261,1,287906,434.26643,11492923,131,19,FTMS - p ESI Full ms [400.00-2000.00]
149,2.9453,1,340496,434.26602,13311340,136,20,FTMS - p ESI Full ms [400.00-2000.00]
150,2.9639,1,349662,434.26638,13622181,135,21,FTMS - p ESI Full ms [400.00-2000.00]
151,2.9828,1,370452,434.26653,14855652,123,20,FTMS - p ESI Full ms [400.00-2000.00]
152,3.0015,1,330440,434.26661,14915194,135,21,FTMS - p ESI Full ms [400.00-2000.00]
153,3.0206,1,450768,445.18599,16825314,128,21,FTMS - p ESI Full ms [400.00-2000.00]
154,3.0393,1,539922,445.18585,16360924,123,19,FTMS - p ESI Full ms [400.00-2000.00]
155,3.0578,1,624376,445.18562,16383470,123,20,FTMS - p ESI Full ms [400.00-2000.00]
156,3.0765,1,652044,445.1858,15912563,126,18,FTMS - p ESI Full ms [400.00-2000.00]
157,3.095,1,611852,445.18551,14259549,121,18,FTMS - p ESI Full ms [400.00-2000.00]
158,3.1142,1,574826,445.18593,13723142,124,20,FTMS - p ESI Full ms [400.00-2000.00]
159,3.1333,1,536058,445.18602,13003561,120,19,FTMS - p ESI Full ms [400.00-2000.00]
160,3.1526,1,439571,445.18592,12293001,121,18,FTMS - p ESI Full ms [400.00-2000.00]
161,3.1717,1,356230,445.18615,11262007,121,18,FTMS - p ESI Full ms [400.00-2000.00]
162,3.1912,1,296350,445.18635,10396862,126,20,FTMS - p ESI Full ms [400.00-2000.00]
163,3.2109,1,251461,445.18641,10411618,126,17,FTMS - p ESI Full ms [400.00-2000.00]
164,3.2302,1,219475,445.18635,10151826,129,15,FTMS - p ESI Full ms [400.00-2000.00]
165,3.2495,1,196313,445.18632,9645987,130,18,FTMS - p ESI Full ms [400.00-2000.00]
166,3.2691,1,175284,445.18621,9429679,129,17,FTMS - p ESI Full ms [400.00-2000.00]
167,3.2886,1,152213,445.18632,9354093,125,17,FTMS - p ESI Full ms [400.00-2000.00]
168,3.3081,1,144306,445.18623,9467560,130,16,FTMS - p ESI Full ms [400.00-2000.00]
169,3.3274,1,127679,403.16421,8817913,131,19,FTMS - p ESI Full ms [400.00-2000.00]
170,3.3471,1,121194,445.1864,8463845,139,14,FTMS - p ESI Full ms [400.00-2000.00]
171,3.3672,1,143422,403.16426,9536184,128,17,FTMS - p ESI Full ms [400.00-2000.00]
172,3.3865,1,125819,403.16425,8963181,128,19,FTMS - p ESI Full ms [400.00-2000.00]
173,3.406,1,129482,403.16439,8552676,127,14,FTMS - p ESI Full ms [400.00-2000.00]
174,3.4259,1,127759,403.16428,8752563,124,15,FTMS - p ESI Full ms [400.00-2000.00]
175,3.4455,1,135092,403.16424,9167630,129,15,FTMS - p ESI Full ms [400.00-2000.00]
176,3.4648,1,130261,403.16441,8446814,131,15,FTMS - p ESI Full ms [400.00-2000.00]
177,3.4847,1,129406,403.16442,8320856,136,16,FTMS - p ESI Full ms [400.00-2000.00]
178,3.5047,1,131905,403.16446,8956138,131,18,FTMS - p ESI Full ms [400.00-2000.00]
179,3.5242,1,140019,403.16427,8984029,133,16,FTMS - p ESI Full ms [400.00-2000.00]
180,3.5436,1,144802,403.16427,8601865,122,14,FTMS - p ESI Full ms [400.00-2000.00]
181,3.5631,1,124022,403.16449,8232588,142,17,FTMS - p ESI Full ms [400.00-2000.00]
182,3.5832,1,128611,403.16464,8106384,145,16,FTMS - p ESI Full ms [400.00-2000.00]
183,3.6035,1,139080,403.16447,8852238,126,19,FTMS - p ESI Full ms [400.00-2000.00]
184,3.6229,1,137174,403.16428,8830992,140,18,FTMS - p ESI Full ms [400.00-2000.00]
185,3.6424,1,143146,403.1644,9441921,140,17,FTMS - p ESI Full ms [400.00-2000.00]
186,3.6615,1,139172,403.16433,8881080,150,18,FTMS - p ESI Full ms [400.00-2000.00]
187,3.681,1,148323,403.16432,9175049,145,19,FTMS - p ESI Full ms [400.00-2000.00]
188,3.7004,1,148910,403.16438,9425128,144,14,FTMS - p ESI Full ms [400.00-2000.00]
189,3.7195,1,155013,403.16419,9709298,141,15,FTMS - p ESI Full ms [400.00-2000.00]
190,3.7387,1,149827,403.16434,9122285,134,15,FTMS - p ESI Full ms [400.00-2000.00]
191,3.7579,1,163264,403.16425,9641084,134,16,FTMS - p ESI Full ms [400.00-2000.00]
192,3.7769,1,146172,403.16441,8704747,136,15,FTMS - p ESI Full ms [400.00-2000.00]
193,3.7964,1,143539,403.1644,8373614,137,14,FTMS - p ESI Full ms [400.00-2000.00]
194,3.8163,1,143177,403.16431,8595898,140,17,FTMS - p ESI Full ms [400.00-2000.00]
195,3.836,1,138100,403.16448,8330762,127,14,FTMS - p ESI Full ms [400.00-2000.00]
196,3.8557,1,152162,403.16435,8769607,140,16,FTMS - p ESI Full ms [400.00-2000.00]
197,3.8751,1,146857,403.16437,8558525,134,16,FTMS - p ESI Full ms [400.00-2000.00]
198,3.8949,1,138645,403.16437,8239094,150,22,FTMS - p ESI Full ms [400.00-2000.00]
199,3.9149,1,144462,403.16432,8250941,137,17,FTMS - p ESI Full ms [400.00-2000.00]
200,3.9346,1,148889,403.1643,8612162,135,14,FTMS - p ESI Full ms [400.00-2000.00]
201,3.954,1,142019,403.16427,8277579,132,15,FTMS - p ESI Full ms [400.00-2000.00]
202,3.9738,1,129689,403.16441,7899944,139,15,FTMS - p ESI Full ms [400.00-2000.00]
203,3.9939,1,139195,403.16442,8045396,130,15,FTMS - p ESI Full ms [400.00-2000.00]
204,4.0137,1,134779,403.16444,8165750,134,18,FTMS - p ESI Full ms [400.00-2000.00]
205,4.0333,1,142771,403.16423,8200389,133,16,FTMS - p ESI Full ms [400.00-2000.00]
206,4.0531,1,130559,403.16447,7750195,139,18,FTMS - p ESI Full ms [400.00-2000.00]
207,4.0735,1,147172,403.16439,8116347,138,15,FTMS - p ESI Full ms [400.00-2000.00]
208,4.0933,1,133921,403.16426,7795790,127,14,FTMS - p ESI Full ms [400.00-2000.00]
209,4.1131,1,134407,403.16425,7605136,129,15,FTMS - p ESI Full ms [400.00-2000.00]
210,4.1333,1,121407,403.16441,7496922,137,18,FTMS - p ESI Full ms [400.00-2000.00]
211,4.1537,1,142574,403.1642,8405336,137,17,FTMS - p ESI Full ms [400.00-2000.00]
212,4.1733,1,140010,403.16419,8312496,129,17,FTMS - p ESI Full ms [400.00-2000.00]
213,4.1929,1,135053,403.16432,8216293,138,16,FTMS - p ESI Full ms [400.00-2000.00]
214,4.2126,1,139601,403.16427,8359380,128,14,FTMS - p ESI Full ms [400.00-2000.00]
215,4.2322,1,115304,403.16465,7085458,137,16,FTMS - p ESI Full ms [400.00-2000.00]
216,4.2533,1,129118,403.1643,7733784,136,18,FTMS - p ESI Full ms [400.00-2000.00]
217,4.2733,1,128531,403.16423,7819574,135,16,FTMS - p ESI Full ms [400.00-2000.00]
218,4.2933,1,123387,403.16447,7461028,128,14,FTMS - p ESI Full ms [400.00-2000.00]
219,4.3133,1,140841,403.1643,8302069,135,16,FTMS - p ESI Full ms [400.00-2000.00]
220,4.333,1,134748,403.16438,7924318,135,15,FTMS - p ESI Full ms [400.00-2000.00]
221,4.353,1,136887,403.16433,7924634,129,17,FTMS - p ESI Full ms [400.00-2000.00]
222,4.3729,1,133029,403.16413,8001349,128,14,FTMS - p ESI Full ms [400.00-2000.00]
223,4.3928,1,135171,403.16442,7928181,129,16,FTMS - p ESI Full ms [400.00-2000.00]
224,4.4128,1,138275,403.16416,8119301,131,13,FTMS - p ESI Full ms [400.00-2000.00]
225,4.4324,1,128123,403.16436,7633481,130,15,FTMS - p ESI Full ms [400.00-2000.00]
226,4.4527,1,126727,403.16426,7723058,133,15,FTMS - p ESI Full ms [400.00-2000.00]
227,4.473,1,122257,403.16483,7664577,126,14,FTMS - p ESI Full ms [400.00-2000.00]
228,4.4933,1,136223,403.1644,8117134,133,20,FTMS - p ESI Full ms [400.00-2000.00]
229,4.513,1,129389,403.16442,7947360,140,16,FTMS - p ESI Full ms [400.00-2000.00]
230,4.5332,1,138576,403.16415,7971146,130,16,FTMS - p ESI Full ms [400.00-2000.00]
231,4.553,1,126344,403.16434,7572045,133,17,FTMS - p ESI Full ms [400.00-2000.00]
232,4.5732,1,132441,403.16423,7912302,131,19,FTMS - p ESI Full ms [400.00-2000.00]
233,4.5932,1,132519,403.16436,7728504,126,16,FTMS - p ESI Full ms [400.00-2000.00]
234,4.6133,1,125309,403.16432,7484631,135,13,FTMS - p ESI Full ms [400.00-2000.00]
235,4.6336,1,131528,403.16416,7988364,130,15,FTMS - p ESI Full ms [400.00-2000.00]
236,4.6534,1,125181,403.16438,7714802,135,15,FTMS - p ESI Full ms [400.00-2000.00]
237,4.6737,1,131858,403.16426,7935381,134,14,FTMS - p ESI Full ms [400.00-2000.00]
238,4.6937,1,141787,403.16425,8266552,143,17,FTMS - p ESI Full ms [400.00-2000.00]
239,4.7133,1,111977,403.16439,7102695,125,13,FTMS - p ESI Full ms [400.00-2000.00]
240,4.7341,1,125334,403.16438,7705437,132,12,FTMS - p ESI Full ms [400.00-2000.00]
241,4.7541,1,128475,403.16433,7587075,131,15,FTMS - p ESI Full ms [400.00-2000.00]
242,4.7745,1,124163,403.16449,7471606,134,15,FTMS - p ESI Full ms [400.00-2000.00]
243,4.7947,1,137145,403.16444,7636957,141,14,FTMS - p ESI Full ms [400.00-2000.00]
244,4.815,1,133327,403.16447,7750673,128,17,FTMS - p ESI Full ms [400.00-2000.00]
245,4.8348,1,135754,403.16437,7900279,134,12,FTMS - p ESI Full ms [400.00-2000.00]
246,4.8548,1,129840,403.16435,7562498,127,16,FTMS - p ESI Full ms [400.00-2000.00]
247,4.8748,1,128651,403.16422,7473886,124,12,FTMS - p ESI Full ms [400.00-2000.00]
248,4.895,1,129653,403.16423,7733820,125,15,FTMS - p ESI Full ms [400.00-2000.00]
249,4.9149,1,133896,403.16437,7682426,129,15,FTMS - p ESI Full ms [400.00-2000.00]
250,4.9348,1,113128,403.1644,7033212,127,15,FTMS - p ESI Full ms [400.00-2000.00]
251,4.9552,1,109308,403.16423,6752747,125,14,FTMS - p ESI Full ms [400.00-2000.00]
252,4.9758,1,107270,439.14132,6878717,127,14,FTMS - p ESI Full ms [400.00-2000.00]
253,4.9965,1,124930,439.14122,6644463,122,14,FTMS - p ESI Full ms [400.00-2000.00]
254,5.0176,1,157260,439.14128,7089355,119,14,FTMS - p ESI Full ms [400.00-2000.00]
255,5.0382,1,162963,439.14134,6752716,117,13,FTMS - p ESI Full ms [400.00-2000.00]
256,5.0593,1,167259,439.14114,7153522,120,14,FTMS - p ESI Full ms [400.00-2000.00]
257,5.0801,1,160537,439.14107,6637290,118,13,FTMS - p ESI Full ms [400.00-2000.00]
258,5.1014,1,176025,439.14116,6782689,121,14,FTMS - p ESI Full ms [400.00-2000.00]
259,5.1226,1,166956,439.14097,6689315,130,16,FTMS - p ESI Full ms [400.00-2000.00]
260,5.1443,1,182264,439.14119,7115063,125,17,FTMS - p ESI Full ms [400.00-2000.00]
261,5.1655,1,179872,439.14123,6596204,121,14,FTMS - p ESI Full ms [400.00-2000.00]
262,5.1869,1,169122,439.14121,7109200,120,14,FTMS - p ESI Full ms [400.00-2000.00]
263,5.2077,1,161948,439.14111,6683349,120,14,FTMS - p ESI Full ms [400.00-2000.00]
264,5.2292,1,169153,439.14097,7280869,122,14,FTMS - p ESI Full ms [400.00-2000.00]
265,5.2498,1,171449,439.14134,7523406,104,13,FTMS - p ESI Full ms [400.00-2000.00]
266,5.2699,1,149729,439.14095,6850099,119,13,FTMS - p ESI Full ms [400.00-2000.00]
267,5.2906,1,128727,439.14125,6314480,125,16,FTMS - p ESI Full ms [400.00-2000.00]
268,5.3123,1,126439,439.14113,6981981,119,12,FTMS - p ESI Full ms [400.00-2000.00]
269,5.3329,1,118032,439.14118,6861856,129,16,FTMS - p ESI Full ms [400.00-2000.00]
270,5.3536,1,110153,439.14119,6667710,123,17,FTMS - p ESI Full ms [400.00-2000.00]
271,5.3745,1,108228,439.14117,7012667,120,15,FTMS - p ESI Full ms [400.00-2000.00]
272,5.3952,1,95424,439.14127,6562950,121,16,FTMS - p ESI Full ms [400.00-2000.00]
273,5.4161,1,105531,403.16433,6905278,120,13,FTMS - p ESI Full ms [400.00-2000.00]
274,5.4367,1,102867,403.16443,6749311,128,15,FTMS - p ESI Full ms [400.00-2000.00]
275,5.4575,1,112909,403.16412,6867559,114,14,FTMS - p ESI Full ms [400.00-2000.00]
276,5.4778,1,100163,403.16432,6332060,129,13,FTMS - p ESI Full ms [400.00-2000.00]
277,5.4989,1,100185,403.16444,6270117,117,15,FTMS - p ESI Full ms [400.00-2000.00]
278,5.5202,1,106192,403.16416,6675530,131,16,FTMS - p ESI Full ms [400.00-2000.00]
279,5.5407,1,104137,403.16446,6417318,134,15,FTMS - p ESI Full ms [400.00-2000.00]
280,5.5619,1,102629,403.16457,6403316,130,15,FTMS - p ESI Full ms [400.00-2000.00]
281,5.583,1,122268,403.16447,7012392,123,16,FTMS - p ESI Full ms [400.00-2000.00]
282,5.6034,1,115304,403.16456,7248390,142,17,FTMS - p ESI Full ms [400.00-2000.00]
283,5.6236,1,114360,403.16436,7264216,127,20,FTMS - p ESI Full ms [400.00-2000.00]
284,5.6439,1,116504,403.16457,7350434,125,18,FTMS - p ESI Full ms [400.00-2000.00]
